2,1.15292E+18
1,1901
2,1901
3,1901
4,1901
5,1901
6,1901
7,1901
8,1901
9,1901
10,1901
11,1901
12,1901
13,1901
14,1901
15,1901
16,1901
17,1901
18,1901
19,1901
20,1901
21,1901
22,1901
23,1901
24,1901
25,1901
26,1901
27,1901
28,1901
29,1901
30,1901
31,1901
32,1901
33,1901
34,1901
35,1901
36,1901
37,1901
38,1901
39,1901
40,1901
41,1901
42,1901
43,1901
44,1901
45,1901
46,1901
47,1901
48,1901
49,1901
50,1901
51,1901
52,1901
53,1901
54,1901
55,1901
56,1901
57,1901
58,1901
59,1901
60,1901
